experiment,source_item,expected_match,has_match,model,sample_size,S11_predicted,S11_correct,S11_error_type,S11_response_time,S05_predicted,S05_correct,S05_error_type,S05_response_time,S18_predicted,S18_correct,S18_error_type,S18_response_time,S15_predicted,S15_correct,S15_error_type,S15_response_time,S20_predicted,S20_correct,S20_error_type,S20_response_time,S12_predicted,S12_correct,S12_error_type,S12_response_time,S14_predicted,S14_correct,S14_error_type,S14_response_time,S19_predicted,S19_correct,S19_error_type,S19_response_time,S16_predicted,S16_correct,S16_error_type,S16_response_time,S13_predicted,S13_correct,S13_error_type,S13_response_time,S17_predicted,S17_correct,S17_error_type,S17_response_time,S09_predicted,S09_correct,S09_error_type,S09_response_time,S10_predicted,S10_correct,S10_error_type,S10_response_time,S01_predicted,S01_correct,S01_error_type,S01_response_time,S07_predicted,S07_correct,S07_error_type,S07_response_time,S04_predicted,S04_correct,S04_error_type,S04_response_time,S08_predicted,S08_correct,S08_error_type,S08_response_time,S06_predicted,S06_correct,S06_error_type,S06_response_time,S03_predicted,S03_correct,S03_error_type,S03_response_time,S02_predicted,S02_correct,S02_error_type,S02_response_time
NHANES_Gemma3_27b,"salad dressing, italian dressing, fat-free",none,False,gemma3-27b,1317,none,True,,2.832,none,True,,4.313,none,True,,3.864,none,True,,4.164,none,True,,0.909,none,True,,2.468,none,True,,4.409,none,True,,4.097,none,True,,5.132,none,True,,1.351,none,True,,8.933,none,True,,3.600,none,True,,13.360,none,True,,8.532,none,True,,0.854,honey,False,false_positive,9.024,none,True,,9.285,chunky vegetable soup,False,false_positive,4.418,canned garbanzo beans,False,false_positive,3.434,none,True,,15.814
NHANES_Gemma3_27b,"margarine-like vegetable-oil spread, stick/tub/bottle, 60% fat, with added vitamin d",none,False,gemma3-27b,1317,none,True,,4.878,none,True,,1.490,none,True,,6.365,none,True,,2.122,none,True,,5.080,none,True,,3.062,none,True,,5.646,unsalted butter,False,false_positive,4.128,none,True,,5.219,none,True,,1.409,mayonnaise,False,false_positive,4.119,unsalted butter,False,false_positive,7.677,unsalted butter,False,false_positive,6.934,tahini spread (365 whole foods market),False,false_positive,8.562,unsalted butter,False,false_positive,10.456,unsalted butter,False,false_positive,7.122,unsalted butter,False,false_positive,9.207,unsalted butter,False,false_positive,8.583,unsalted butter,False,false_positive,3.416,unsalted butter,False,false_positive,18.005
NHANES_Gemma3_27b,"cranberry sauce, canned, sweetened",cranberry,True,gemma3-27b,1317,none,False,missed_match,2.596,none,False,missed_match,6.884,none,False,missed_match,4.154,cranberry,True,,3.443,none,False,missed_match,0.754,none,False,missed_match,1.698,none,False,missed_match,5.457,none,False,missed_match,4.440,none,False,missed_match,3.852,none,False,missed_match,6.955,none,False,missed_match,3.802,cranberry,True,,1.173,cranberry,True,,7.355,cranberry,True,,4.365,cranberry,True,,2.087,cranberry,True,,15.479,cranberry,True,,9.984,cranberry,True,,8.805,cranberry,True,,7.344,cranberry,True,,1.088
NHANES_Gemma3_27b,"beef, round, eye of round, roast, separable lean only, trimmed to 1/8"" fat, choice, raw",beef round tip steak,True,gemma3-27b,1317,beef round tip steak,True,,2.345,beef round tip steak,True,,17.767,beef round tip steak,True,,1.680,beef round tip steak,True,,3.337,beef round tip steak,True,,7.133,none,False,missed_match,1.996,none,False,missed_match,0.785,beef round tip steak,True,,6.034,none,False,missed_match,3.363,none,False,missed_match,1.009,beef round tip steak,True,,0.955,beef round tip steak,True,,14.660,beef round tip steak,True,,8.383,beef round tip steak,True,,7.779,beef round tip steak,True,,2.980,beef round tip steak,True,,9.498,ground pork,False,wrong_match,6.175,ground pork,False,wrong_match,1.041,beef round tip steak,True,,3.442,ground pork,False,wrong_match,7.250
NHANES_Gemma3_27b,"beef, rib, shortribs, separable lean and fat, choice, cooked, braised",beef round tip steak,True,gemma3-27b,1317,beef round tip steak,True,,6.756,none,False,missed_match,7.448,none,False,missed_match,8.553,beef round tip steak,True,,2.299,none,False,missed_match,8.161,none,False,missed_match,1.204,none,False,missed_match,2.769,beef round tip steak,True,,6.000,none,False,missed_match,4.019,none,False,missed_match,3.348,none,False,missed_match,9.970,none,False,missed_match,13.560,beef round tip steak,True,,3.952,beef round tip steak,True,,4.904,plant based bacon strip,False,wrong_match,10.282,low sodium chicken broth,False,wrong_match,7.114,ground pork,False,wrong_match,10.586,ground pork,False,wrong_match,0.973,beef round tip steak,True,,14.241,ground pork,False,wrong_match,0.596
NHANES_Gemma3_27b,"beverages, the coca-cola company, minute maid, lemonade",none,False,gemma3-27b,1317,none,True,,11.801,coca cola,False,false_positive,0.584,none,True,,10.266,none,True,,18.815,coca cola,False,false_positive,10.133,none,True,,11.664,none,True,,6.856,coca cola,False,false_positive,6.723,coca cola,False,false_positive,7.401,none,True,,3.800,coca cola,False,false_positive,4.808,coca cola,False,false_positive,11.597,coca cola,False,false_positive,6.861,none,True,,13.159,coca cola,False,false_positive,11.218,coca cola,False,false_positive,14.447,coca cola,False,false_positive,7.117,pulp free orange juice,False,false_positive,11.086,coca cola,False,false_positive,12.431,coca cola,False,false_positive,0.596
NHANES_Gemma3_27b,"onions, raw",onion,True,gemma3-27b,1317,onion,True,,1.239,onion,True,,9.414,onion,True,,7.845,onion,True,,2.521,onion,True,,3.348,onion,True,,3.508,onion,True,,7.242,onion,True,,4.435,onion,True,,5.106,onion,True,,6.342,onion,True,,6.739,onion,True,,2.081,onion,True,,15.433,onion,True,,6.841,onion,True,,0.591,onion,True,,4.831,onion,True,,8.273,onion,True,,9.435,onion,True,,8.486,onion,True,,10.409
NHANES_Gemma3_27b,"lettuce, iceberg (includes crisphead types), raw",steamed iceberg lettuce,True,gemma3-27b,1317,steamed iceberg lettuce,True,,5.504,steamed iceberg lettuce,True,,10.926,steamed iceberg lettuce,True,,6.943,steamed iceberg lettuce,True,,5.732,steamed iceberg lettuce,True,,7.015,steamed iceberg lettuce,True,,5.746,steamed iceberg lettuce,True,,10.179,steamed iceberg lettuce,True,,6.916,steamed iceberg lettuce,True,,10.996,steamed iceberg lettuce,True,,5.451,steamed iceberg lettuce,True,,9.039,steamed iceberg lettuce,True,,9.582,steamed iceberg lettuce,True,,9.938,steamed iceberg lettuce,True,,5.885,steamed iceberg lettuce,True,,1.578,steamed iceberg lettuce,True,,15.906,steamed iceberg lettuce,True,,11.255,steamed iceberg lettuce,True,,15.037,steamed iceberg lettuce,True,,5.537,steamed iceberg lettuce,True,,3.137
NHANES_Gemma3_27b,"babyfood, fruit, apple and raspberry, strained",none,False,gemma3-27b,1317,apple juice,False,false_positive,1.140,none,True,,7.725,none,True,,5.727,none,True,,3.849,none,True,,3.416,freeze dried apple rings,False,false_positive,6.003,none,True,,4.613,none,True,,5.604,none,True,,5.073,none,True,,2.053,rice cereal (gerber),False,false_positive,5.054,whole raspberry,False,false_positive,13.211,freeze dried apple rings,False,false_positive,7.959,steamed green zuchini,False,false_positive,7.176,freeze dried apple rings,False,false_positive,11.443,yellow banana flesh only,False,false_positive,10.247,freeze dried apple rings,False,false_positive,7.927,yellow banana flesh only,False,false_positive,8.090,dried corn grits/polenta,False,false_positive,2.060,freeze dried apple rings,False,false_positive,3.693
NHANES_Gemma3_27b,"sauce, horseradish",none,False,gemma3-27b,1317,none,True,,5.041,none,True,,1.491,none,True,,9.603,none,True,,3.020,none,True,,2.088,none,True,,6.358,none,True,,6.222,none,True,,4.240,none,True,,0.739,none,True,,2.356,none,True,,3.331,none,True,,5.654,none,True,,6.636,none,True,,11.444,none,True,,1.523,garlic,False,false_positive,9.621,none,True,,8.299,hunt's tomato paste,False,false_positive,1.861,garlic,False,false_positive,12.111,garlic,False,false_positive,0.589
NHANES_Gemma3_27b,"seeds, sunflower seed kernels, dry roasted, without salt",sunflower seeds,True,gemma3-27b,1317,sunflower seeds,True,,4.645,sunflower seeds,True,,16.110,sunflower seeds,True,,4.948,sunflower seeds,True,,1.808,sunflower seeds,True,,7.217,sunflower seeds,True,,8.257,sunflower seeds,True,,3.537,sunflower seeds,True,,6.913,none,False,missed_match,4.421,sunflower seeds,True,,7.983,sunflower seeds,True,,11.436,sunflower seeds,True,,12.624,sunflower seeds,True,,6.894,sunflower seeds,True,,5.518,sunflower seeds,True,,11.973,sunflower seeds,True,,14.082,sunflower seeds,True,,1.849,sunflower seeds,True,,8.312,sunflower seeds,True,,7.177,sunflower seeds,True,,2.968
NHANES_Gemma3_27b,"egg substitute, liquid or frozen, fat free",none,False,gemma3-27b,1317,none,True,,4.162,none,True,,8.605,none,True,,5.299,soft silken tofu,False,false_positive,4.799,none,True,,0.764,none,True,,3.688,none,True,,4.558,none,True,,4.854,none,True,,0.403,none,True,,1.046,none,True,,5.637,none,True,,5.091,plantain banana (steamed 10 in),False,false_positive,14.454,none,True,,9.671,soy flour,False,false_positive,8.156,brown egg yolk,False,false_positive,15.202,soy flour,False,false_positive,11.352,soy flour,False,false_positive,11.602,soy flour,False,false_positive,2.485,brown egg white,False,false_positive,0.634
NHANES_Gemma3_27b,"figs, dried, uncooked",none,False,gemma3-27b,1317,dried coconut chips,False,false_positive,2.605,none,True,,2.333,dried coconut chips,False,false_positive,10.604,dried coconut chips,False,false_positive,0.923,dried apricots,False,false_positive,6.121,dried coconut strips,False,false_positive,7.983,dried coconut strips,False,false_positive,4.605,dried coconut strips,False,false_positive,4.115,none,True,,3.759,dried coconut strips,False,false_positive,2.446,dried coconut strips,False,false_positive,2.348,dried apricots,False,false_positive,8.998,unsweetened pitted prunes,False,false_positive,3.448,unsweetened pitted prunes,False,false_positive,7.017,unsweetened pitted prunes,False,false_positive,4.772,plantain banana (steamed 10 in),False,false_positive,1.586,banana chips,False,false_positive,10.401,dried apricots,False,false_positive,9.123,dried apricots,False,false_positive,13.391,unsweetened pitted prunes,False,false_positive,0.617
NHANES_Gemma3_27b,"pork, fresh, shoulder, whole, separable lean and fat, cooked, roasted",ground pork,True,gemma3-27b,1317,ground pork,True,,0.778,none,False,missed_match,3.534,ground pork,True,,0.488,ground pork,True,,4.180,ground pork,True,,4.243,ground pork,True,,0.854,ground pork,True,,2.923,ground pork,True,,4.113,none,False,missed_match,4.930,none,False,missed_match,2.761,ground pork,True,,6.528,ground pork,True,,6.878,ground pork,True,,13.877,ground pork,True,,4.835,ground pork,True,,8.536,ground pork,True,,8.783,ground pork,True,,10.126,ground pork,True,,8.751,ground pork,True,,11.102,ground pork,True,,1.235
NHANES_Gemma3_27b,"pineapple, canned, water pack, solids and liquids",gold (golden) pineapple,True,gemma3-27b,1317,gold (golden) pineapple,True,,7.639,none,False,missed_match,6.189,none,False,missed_match,5.351,gold (golden) pineapple,True,,13.508,gold (golden) pineapple,True,,9.133,none,False,missed_match,5.713,none,False,missed_match,6.797,gold (golden) pineapple,True,,10.526,none,False,missed_match,6.325,gold (golden) pineapple,True,,4.939,gold (golden) pineapple,True,,3.947,gold (golden) pineapple,True,,13.215,gold (golden) pineapple,True,,15.771,gold (golden) pineapple,True,,8.508,gold (golden) pineapple,True,,10.268,gold (golden) pineapple,True,,5.031,gold (golden) pineapple,True,,12.493,gold (golden) pineapple,True,,6.341,gold (golden) pineapple,True,,12.988,gold (golden) pineapple,True,,11.377
NHANES_Gemma3_27b,"pork, cured, ham, whole, separable lean only, unheated",ground pork,True,gemma3-27b,1317,ground pork,True,,0.769,none,False,missed_match,3.980,ground pork,True,,9.933,plant based bacon strip,False,wrong_match,5.591,none,False,missed_match,6.185,ground pork,True,,0.737,ground pork,True,,3.126,ground pork,True,,8.350,none,False,missed_match,3.044,none,False,missed_match,7.198,plant based bacon strip,False,wrong_match,1.864,ground pork,True,,7.836,plant based bacon strip,False,wrong_match,3.880,ground pork,True,,8.222,plant based bacon strip,False,wrong_match,0.611,ground pork,True,,7.829,ground pork,True,,11.075,ground pork,True,,8.871,plant based bacon strip,False,wrong_match,7.553,plant based bacon strip,False,wrong_match,20.352
NHANES_Gemma3_27b,"mung beans, mature seeds, cooked, boiled, without salt",none,False,gemma3-27b,1317,none,True,,2.926,none,True,,3.539,green split peas,False,false_positive,1.240,navy beans,False,false_positive,4.122,navy beans,False,false_positive,4.399,none,True,,7.901,none,True,,4.217,none,True,,4.066,none,True,,2.993,none,True,,5.128,navy beans,False,false_positive,8.675,plantain banana (steamed 10 in),False,false_positive,7.731,canned black beans (s&w),False,false_positive,8.350,black-eyed peas,False,false_positive,9.972,whole grain brown lentils,False,false_positive,8.996,whole grain brown lentils,False,false_positive,16.407,green split peas,False,false_positive,7.154,whole grain brown lentils,False,false_positive,7.966,whole grain brown lentils,False,false_positive,7.300,green split peas,False,false_positive,10.136
NHANES_Gemma3_27b,"rutabagas, raw",none,False,gemma3-27b,1317,none,True,,5.451,none,True,,15.217,none,True,,1.166,none,True,,4.836,none,True,,4.147,none,True,,7.844,none,True,,2.447,none,True,,7.116,none,True,,3.255,none,True,,2.796,none,True,,8.598,none,True,,4.059,none,True,,9.206,none,True,,7.533,steamed whole carrots,False,false_positive,8.346,steamed whole carrots,False,false_positive,9.790,steamed green zuchini,False,false_positive,10.065,sourdough bread,False,false_positive,9.220,steamed whole carrots,False,false_positive,1.550,steamed green zuchini,False,false_positive,0.627
NHANES_Gemma3_27b,"beverages, carbonated, root beer",none,False,gemma3-27b,1317,none,True,,18.929,none,True,,4.695,none,True,,27.588,none,True,,1.622,coca cola,False,false_positive,0.791,none,True,,15.605,none,True,,25.800,budweiser,False,false_positive,8.347,none,True,,3.929,none,True,,15.857,coca cola,False,false_positive,3.175,budweiser,False,false_positive,12.739,budweiser,False,false_positive,8.141,budweiser,False,false_positive,7.841,budweiser,False,false_positive,15.411,budweiser,False,false_positive,3.958,budweiser,False,false_positive,9.163,none,True,,14.756,budweiser,False,false_positive,12.475,budweiser,False,false_positive,1.500
NHANES_Gemma3_27b,"babyfood, teething biscuits",none,False,gemma3-27b,1317,none,True,,3.334,none,True,,3.984,none,True,,0.671,none,True,,0.699,none,True,,7.517,none,True,,4.138,none,True,,6.491,none,True,,7.112,none,True,,4.633,none,True,,1.487,animal shaped crackers,False,false_positive,10.438,none,True,,9.518,rice cereal (gerber),False,false_positive,16.736,saltine crackers,False,false_positive,4.997,raisin bran cereal,False,false_positive,0.611,unsalted butter,False,false_positive,6.081,peanut butter crackers,False,false_positive,9.584,raisin bran cereal,False,false_positive,2.024,dried apricots,False,false_positive,2.989,raisin bran cereal,False,false_positive,21.020
NHANES_Gemma3_27b,"beverages, tea, black, ready to drink",black tea,True,gemma3-27b,1317,black tea,True,,4.227,none,False,missed_match,15.915,black tea,True,,4.429,black tea,True,,10.369,black tea,True,,5.078,black tea,True,,10.251,black tea,True,,1.988,black tea,True,,10.007,none,False,missed_match,4.092,black tea,True,,8.296,black tea,True,,2.385,black tea,True,,6.608,black tea,True,,5.026,brewed coffee,False,wrong_match,5.891,black tea,True,,11.208,brewed coffee,False,wrong_match,5.776,brewed coffee,False,wrong_match,1.302,pulp free orange juice,False,wrong_match,7.234,brewed coffee,False,wrong_match,6.740,brewed coffee,False,wrong_match,10.500
NHANES_Gemma3_27b,"beans, kidney, red, mature seeds, raw",canned kidney beans,True,gemma3-27b,1317,none,False,missed_match,7.185,canned kidney beans,True,,9.655,canned kidney beans,True,,7.326,canned kidney beans,True,,6.780,canned kidney beans,True,,6.620,canned kidney beans,True,,5.773,canned kidney beans,True,,5.117,canned kidney beans,True,,7.511,canned kidney beans,True,,9.223,canned kidney beans,True,,4.131,canned kidney beans,True,,7.024,canned kidney beans,True,,3.188,canned kidney beans,True,,3.725,canned kidney beans,True,,8.094,canned kidney beans,True,,4.380,canned kidney beans,True,,14.670,canned black beans (s&w),False,wrong_match,9.571,canned black beans (s&w),False,wrong_match,10.154,canned black beans (s&w),False,wrong_match,14.204,canned kidney beans,True,,3.537
NHANES_Gemma3_27b,"couscous, cooked",toasted pearl couscous,True,gemma3-27b,1317,toasted pearl couscous,True,,7.133,toasted pearl couscous,True,,4.974,toasted pearl couscous,True,,7.030,toasted pearl couscous,True,,13.689,toasted pearl couscous,True,,10.862,toasted pearl couscous,True,,7.234,none,False,missed_match,5.744,toasted pearl couscous,True,,12.492,none,False,missed_match,2.649,toasted pearl couscous,True,,5.461,toasted pearl couscous,True,,0.642,toasted pearl couscous,True,,10.453,toasted pearl couscous,True,,10.486,toasted pearl couscous,True,,4.784,toasted pearl couscous,True,,9.771,toasted pearl couscous,True,,4.942,toasted pearl couscous,True,,9.880,toasted pearl couscous,True,,8.693,toasted pearl couscous,True,,13.873,toasted pearl couscous,True,,4.682
NHANES_Gemma3_27b,"nectarines, raw",whole yellow nectarine,True,gemma3-27b,1317,whole yellow nectarine,True,,2.888,whole yellow nectarine,True,,8.623,whole yellow nectarine,True,,5.762,whole yellow nectarine,True,,2.020,whole yellow nectarine,True,,1.259,whole yellow nectarine,True,,1.779,none,False,missed_match,2.254,whole yellow nectarine,True,,6.031,none,False,missed_match,5.226,none,False,missed_match,10.745,whole yellow nectarine,True,,5.810,whole yellow nectarine,True,,2.511,whole yellow nectarine,True,,6.758,whole yellow nectarine,True,,4.843,whole yellow nectarine,True,,8.699,whole yellow nectarine,True,,6.616,whole yellow nectarine,True,,4.590,whole yellow nectarine,True,,13.739,whole yellow nectarine,True,,8.356,whole yellow nectarine,True,,0.645
NHANES_Gemma3_27b,"beverages, cytosport, muscle milk, ready-to-drink",none,False,gemma3-27b,1317,none,True,,5.886,none,True,,5.225,none,True,,3.471,protein powder,False,false_positive,4.099,none,True,,5.617,protein powder,False,false_positive,0.434,none,True,,17.449,none,True,,5.985,none,True,,4.061,none,True,,7.479,protein powder,False,false_positive,3.955,protein powder,False,false_positive,11.467,protein powder,False,false_positive,3.013,none,True,,14.788,protein powder,False,false_positive,1.146,protein powder,False,false_positive,4.692,coca cola,False,false_positive,7.690,protein powder,False,false_positive,7.626,brewed coffee,False,false_positive,13.393,protein powder,False,false_positive,9.086
NHANES_Gemma3_27b,"cheese, feta",none,False,gemma3-27b,1317,none,True,,12.720,none,True,,5.819,none,True,,12.240,none,True,,6.586,cream cheese,False,false_positive,0.610,none,True,,9.925,none,True,,8.164,none,True,,4.839,none,True,,3.777,none,True,,9.073,none,True,,4.133,sharp chedder cheese,False,false_positive,7.167,sharp chedder cheese,False,false_positive,15.571,cream cheese,False,false_positive,8.156,sharp chedder cheese,False,false_positive,8.969,sour cream,False,false_positive,5.996,none,True,,11.266,none,True,,14.622,cream cheese,False,false_positive,7.713,sour cream,False,false_positive,1.527
NHANES_Gemma3_27b,"beverages, propel zero, fruit-flavored, non-carbonated",none,False,gemma3-27b,1317,none,True,,5.661,none,True,,5.474,none,True,,3.489,none,True,,4.476,none,True,,2.870,none,True,,8.884,none,True,,4.389,none,True,,1.876,none,True,,4.068,none,True,,7.961,none,True,,3.567,none,True,,5.587,none,True,,14.407,sprite,False,false_positive,6.877,sprite,False,false_positive,13.924,coca cola,False,false_positive,13.580,sprite,False,false_positive,7.689,pulp free orange juice,False,false_positive,6.197,sprite,False,false_positive,8.109,sprite,False,false_positive,10.455
NHANES_Gemma3_27b,"beef, round, top round steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",beef round tip steak,True,gemma3-27b,1317,beef round tip steak,True,,5.251,beef round tip steak,True,,19.852,beef round tip steak,True,,6.584,beef round tip steak,True,,2.561,beef round tip steak,True,,10.262,none,False,missed_match,3.141,none,False,missed_match,5.162,beef round tip steak,True,,3.340,none,False,missed_match,7.154,none,False,missed_match,3.034,beef round tip steak,True,,5.897,beef round tip steak,True,,12.485,beef round tip steak,True,,4.421,beef round tip steak,True,,8.636,beef round tip steak,True,,10.527,beef round tip steak,True,,6.114,ground pork,False,wrong_match,10.404,ground pork,False,wrong_match,13.352,beef round tip steak,True,,9.054,ground pork,False,wrong_match,9.265
NHANES_Gemma3_27b,"turkey, drumstick, from whole bird, meat only, roasted",ground turkey,True,gemma3-27b,1317,ground turkey,True,,0.477,none,False,missed_match,4.001,ground turkey,True,,10.505,ground turkey,True,,0.751,none,False,missed_match,6.104,ground turkey,True,,3.762,none,False,missed_match,1.577,ground turkey,True,,7.571,none,False,missed_match,4.123,ground turkey,True,,7.607,chicken breast,False,wrong_match,0.930,ground turkey,True,,8.286,ground turkey,True,,10.189,ground pork,False,wrong_match,4.842,ground turkey,True,,9.148,ground turkey,True,,11.698,low sodium chicken broth,False,wrong_match,11.579,ground pork,False,wrong_match,6.992,ground turkey,True,,7.837,low sodium chicken broth,False,wrong_match,1.517
NHANES_Gemma3_27b,"peppers, jalapeno, raw",jalapeno,True,gemma3-27b,1317,none,False,missed_match,6.355,jalapeno,True,,6.383,jalapeno,True,,4.628,jalapeno,True,,10.325,jalapeno,True,,6.686,jalapeno,True,,8.593,jalapeno,True,,1.222,jalapeno,True,,6.291,jalapeno,True,,7.312,jalapeno,True,,9.192,jalapeno,True,,4.736,jalapeno,True,,6.101,steamed whole red bell pepper w/o seed,False,wrong_match,10.046,jalapeno,True,,6.680,jalapeno,True,,0.656,jalapeno,True,,5.024,steamed whole red bell pepper w/o seed,False,wrong_match,11.653,jalapeno,True,,3.901,steamed whole red bell pepper w/o seed,False,wrong_match,14.794,jalapeno,True,,0.637
NHANES_Gemma3_27b,"oil, almond",none,False,gemma3-27b,1317,none,True,,4.068,none,True,,4.909,almond butter (justin's),False,false_positive,11.787,almond butter (justin's),False,false_positive,11.167,almond butter (justin's),False,false_positive,12.484,none,True,,2.037,none,True,,11.774,almond butter (justin's),False,false_positive,7.046,none,True,,3.078,almond butter (justin's),False,false_positive,12.523,almond butter (justin's),False,false_positive,7.181,almond butter (justin's),False,false_positive,4.912,almond butter (justin's),False,false_positive,3.805,none,True,,12.701,almond butter (justin's),False,false_positive,0.612,hazelnut flour,False,false_positive,10.526,hazelnut flour,False,false_positive,8.991,hazelnut flour,False,false_positive,5.757,almond butter (justin's),False,false_positive,1.976,hazelnut flour,False,false_positive,11.350
NHANES_Gemma3_27b,"pork, fresh, shoulder, whole, separable lean only, cooked, roasted",ground pork,True,gemma3-27b,1317,ground pork,True,,5.118,none,False,missed_match,1.915,ground pork,True,,6.472,ground pork,True,,1.873,ground pork,True,,5.637,ground pork,True,,6.051,ground pork,True,,0.917,ground pork,True,,11.263,none,False,missed_match,4.111,ground pork,True,,4.164,ground pork,True,,0.594,ground pork,True,,12.312,ground pork,True,,14.085,ground pork,True,,8.659,ground pork,True,,9.521,ground pork,True,,3.843,ground pork,True,,4.633,ground pork,True,,6.749,ground pork,True,,14.751,ground pork,True,,9.158
NHANES_Gemma3_27b,"pigeonpeas, immature seeds, cooked, boiled, drained, without salt",none,False,gemma3-27b,1317,none,True,,0.407,none,True,,5.976,green split peas,False,false_positive,2.790,none,True,,10.686,black-eyed peas,False,false_positive,9.060,none,True,,1.865,none,True,,3.720,none,True,,3.796,none,True,,5.099,none,True,,4.149,black-eyed peas,False,false_positive,9.321,whole snow peas,False,false_positive,10.085,black-eyed peas,False,false_positive,13.310,black-eyed peas,False,false_positive,9.109,black-eyed peas,False,false_positive,7.138,whole grain brown lentils,False,false_positive,5.922,black-eyed peas,False,false_positive,9.561,black-eyed peas,False,false_positive,9.961,black-eyed peas,False,false_positive,0.795,black-eyed peas,False,false_positive,4.767
NHANES_Gemma3_27b,"lentils, raw",whole grain brown lentils,True,gemma3-27b,1317,whole grain brown lentils,True,,5.720,whole grain brown lentils,True,,3.636,whole grain brown lentils,True,,12.487,whole grain brown lentils,True,,1.378,whole grain brown lentils,True,,5.059,whole grain brown lentils,True,,7.714,none,False,missed_match,1.730,whole grain brown lentils,True,,9.101,none,False,missed_match,5.606,whole grain brown lentils,True,,6.877,whole grain brown lentils,True,,11.582,whole grain brown lentils,True,,11.975,whole grain brown lentils,True,,2.077,whole grain brown lentils,True,,7.336,whole grain brown lentils,True,,13.244,whole grain brown lentils,True,,9.450,whole grain brown lentils,True,,10.809,whole grain brown lentils,True,,12.867,whole grain brown lentils,True,,11.962,whole grain brown lentils,True,,9.130
NHANES_Gemma3_27b,"milk, dry, whole, with added vitamin d",none,False,gemma3-27b,1317,whole milk,False,false_positive,4.610,none,True,,17.315,whole milk,False,false_positive,2.983,whole milk,False,false_positive,9.740,whole milk,False,false_positive,7.725,whole milk,False,false_positive,3.411,none,True,,5.350,whole milk,False,false_positive,6.351,none,True,,5.001,whole milk,False,false_positive,4.131,whole milk,False,false_positive,9.712,whole milk,False,false_positive,12.156,whole milk,False,false_positive,4.789,whole milk,False,false_positive,8.247,whole milk,False,false_positive,8.619,whole milk,False,false_positive,4.276,whole milk,False,false_positive,7.807,whole milk,False,false_positive,6.855,coconut milk,False,false_positive,11.888,whole milk,False,false_positive,9.010
NHANES_Gemma3_27b,"cheese, camembert",none,False,gemma3-27b,1317,none,True,,8.624,none,True,,8.528,sharp chedder cheese,False,false_positive,3.459,none,True,,14.546,cream cheese,False,false_positive,4.089,none,True,,5.325,none,True,,4.231,none,True,,2.096,none,True,,6.845,none,True,,5.421,cream cheese,False,false_positive,7.580,sharp chedder cheese,False,false_positive,6.114,sharp chedder cheese,False,false_positive,2.982,cream cheese,False,false_positive,7.782,sharp chedder cheese,False,false_positive,7.406,brown rice rice cake,False,false_positive,16.296,brown rice rice cake,False,false_positive,5.886,cream cheese,False,false_positive,10.898,cream cheese,False,false_positive,16.734,sour cream,False,false_positive,1.235
NHANES_Gemma3_27b,"beverages, carbonated, low calorie, cola or pepper-type, with aspartame, contains caffeine",none,False,gemma3-27b,1317,none,True,,6.976,coca cola,False,false_positive,6.491,none,True,,19.066,none,True,,4.835,coca cola,False,false_positive,6.579,none,True,,6.993,none,True,,8.330,coca cola,False,false_positive,3.566,none,True,,4.189,none,True,,6.198,coca cola,False,false_positive,6.973,coca cola,False,false_positive,11.160,coca cola,False,false_positive,9.947,coca cola,False,false_positive,8.314,coca cola,False,false_positive,12.627,coca cola,False,false_positive,10.475,coca cola,False,false_positive,4.680,coca cola,False,false_positive,6.912,coca cola,False,false_positive,7.972,coca cola,False,false_positive,1.082
NHANES_Gemma3_27b,"sour cream, imitation, cultured",none,False,gemma3-27b,1317,sour cream,False,false_positive,7.661,sour cream,False,false_positive,6.762,sour cream,False,false_positive,3.421,sour cream,False,false_positive,4.589,sour cream,False,false_positive,5.166,sour cream,False,false_positive,1.114,sour cream,False,false_positive,5.880,sour cream,False,false_positive,0.869,sour cream,False,false_positive,5.164,sour cream,False,false_positive,4.854,sour cream,False,false_positive,10.425,sour cream,False,false_positive,6.497,sour cream,False,false_positive,3.384,sour cream,False,false_positive,8.485,sour cream,False,false_positive,9.888,sour cream,False,false_positive,5.070,sour cream,False,false_positive,4.156,sour cream,False,false_positive,1.528,sour cream,False,false_positive,9.770,sour cream,False,false_positive,11.292
NHANES_Gemma3_27b,"mollusks, octopus, common, cooked, moist heat",none,False,gemma3-27b,1317,none,True,,0.406,none,True,,4.392,none,True,,7.883,none,True,,1.663,none,True,,5.245,none,True,,5.116,none,True,,4.083,none,True,,5.920,none,True,,5.289,none,True,,4.076,shrimp,False,false_positive,4.308,shrimp,False,false_positive,7.333,shrimp,False,false_positive,12.239,shrimp,False,false_positive,8.415,shrimp,False,false_positive,9.368,shrimp,False,false_positive,4.343,shrimp,False,false_positive,7.003,shrimp,False,false_positive,4.818,shrimp,False,false_positive,8.967,shrimp,False,false_positive,18.128
NHANES_Gemma3_27b,"tamarinds, raw",none,False,gemma3-27b,1317,none,True,,6.561,none,True,,5.909,none,True,,3.924,none,True,,2.398,none,True,,2.349,none,True,,5.338,none,True,,3.402,none,True,,3.587,none,True,,6.188,none,True,,2.323,none,True,,5.135,none,True,,9.399,none,True,,4.694,none,True,,6.060,none,True,,6.694,plantain banana (steamed 10 in),False,false_positive,5.802,none,True,,4.509,plantain banana (steamed 10 in),False,false_positive,14.571,plantain banana (steamed 10 in),False,false_positive,2.055,plantain banana (steamed 10 in),False,false_positive,13.450
